,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
2296,FF,2016-09-30,91.8,-2.94,5.37,"Smith, Josh A.",608365,595001,,called_strike,,,,,8,Called Strike,R,R,R,CIN,CHC,S,,,0,0,2016,-0.5,1.28,-0.22,2.01,,,,2,2,Top,,,,,,160930_192831,8.15903190530956,-134.46105845559896,-4.747529045726755,-7.71,30.957,-16.206,3.78,1.72,,,,90.7,2327,6.1,449254,571466,458015,474443,553993,606299,594807,454975,573113,54.5,,,,,,,,10,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,202,0.0,-0.042,,,,0.042,,0,0,0.5403795079372827,0.4596204920627172,28,22,29,22,1,0,5,1,,1,1.49,0.5,0.5,,,,,,
1331,CU,2016-09-29,82.2,-1.93,6.55,"Nova, Iván",608365,467100,strikeout,swinging_strike_blocked,,,,,14,Addison Russell strikes out swinging.,R,R,R,PIT,CHC,S,2,,1,2,2016,0.45,-0.62,1.34,0.45,,,,2,3,Top,,,,,,160929_194051,6.3697244159103885,-120.364970402522,-4.569822474752789,2.858,25.442,-37.01,3.7,1.67,,,,80.2,2424,5.3,449244,518700,501896,593700,628356,474568,446481,457705,605137,54.5,,0.0,0.0,1,0,0,,19,4,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,5,0.004,-0.185,,,,0.185,,-1,1,0.4260348898922586,0.5739651101077414,29,22,29,22,2,1,5,1,,1,4.08,-0.45,-0.45,,,,,,
1356,CU,2016-09-29,80.2,-1.92,6.61,"Nova, Iván",608365,467100,,called_strike,,,,,5,Called Strike,R,R,R,PIT,CHC,S,,,1,1,2016,0.16,-0.58,-0.21,3.2,,,,2,3,Top,,,,,,160929_194038,3.440178758303144,-117.55026203288531,1.713210616404767,0.75,23.375,-37.66,4.12,1.95,,,,78.4,2330,5.3,449244,518700,501896,593700,628356,474568,446481,457705,605137,54.5,,,,,,,,19,3,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,311,-0.006,-0.064,,,,0.064,,-1,1,0.4260348898922586,0.5739651101077414,29,22,29,22,2,1,5,1,,1,4.19,-0.16,-0.16,,,,,,
1385,SI,2016-09-29,91.6,-2.1,6.5,"Nova, Iván",608365,467100,,called_strike,,,,,14,Called Strike,R,R,R,PIT,CHC,S,,,1,0,2016,-1.35,0.64,0.88,1.81,,,,2,3,Top,,,,,,160929_194026,10.926942649898663,-133.84013613636233,-6.419047449746003,-18.072,30.196,-23.287,4.17,1.91,,,,89.7,2272,5.6,449244,518700,501896,593700,628356,474568,446481,457705,605137,54.5,,,,,,,,19,2,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,247,-0.006,-0.052,,,,0.052,,-1,1,0.4260348898922586,0.5739651101077414,29,22,29,22,2,1,5,1,,1,2.14,1.35,1.35,,,,,,
1412,SI,2016-09-29,92.6,-2.15,6.38,"Nova, Iván",608365,467100,,ball,,,,,14,Ball,R,R,R,PIT,CHC,B,,,0,0,2016,-1.48,0.69,0.85,1.42,,,,2,3,Top,,,,,,160929_194011,11.42452544991361,-135.20259280058207,-7.459636364464821,-20.072,29.713,-22.432,4.12,1.95,,,,90.6,2059,5.5,449244,518700,501896,593700,628356,474568,446481,457705,605137,54.5,,,,,,,,19,1,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,242,-0.006,0.034,,,,-0.034,,-1,1,0.4260348898922586,0.5739651101077414,29,22,29,22,2,1,5,1,,1,2.04,1.48,1.48,,,,,,
2486,CH,2016-09-29,85.7,-2.17,6.47,"Nova, Iván",608365,467100,field_out,hit_into_play,,,,,8,"Addison Russell grounds out, shortstop Jordy Mercer to first baseman David Freese.",R,R,R,PIT,CHC,X,6,ground_ball,1,1,2016,-1.09,0.47,-0.18,1.85,,,,2,1,Top,112.06,149.3,,,,160929_191012,7.263244009834616,-125.54421567320416,-4.494878074941671,-12.594,28.098,-26.456,3.7,1.67,15,76.5,-7,84.5,1836,5.9,449244,518700,501896,593700,628356,474568,446481,457705,605137,54.5,0.127,0.135,0.0,1,0,0,2,3,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,242,0.009,-0.249,,,0.171,0.249,88.0,0,0,0.5379144392653283,0.4620855607346716,29,22,29,22,1,0,5,1,,1,2.72,1.09,1.09,,,,,,
2573,FF,2016-09-29,92.7,-2.4,6.4,"Nova, Iván",608365,467100,,called_strike,,,,,8,Called Strike,R,R,R,PIT,CHC,S,,,1,0,2016,-0.81,0.87,-0.13,2.07,,,,2,1,Top,,,,,,160929_191000,7.886696381143363,-135.79789992853352,-6.313518178537121,-11.501,33.746,-20.33,4.08,1.91,,,,90.4,2278,5.4,449244,518700,501896,593700,628356,474568,446481,457705,605137,54.5,,,,,,,,3,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,234,-0.001,-0.052,,,,0.052,,0,0,0.5379144392653283,0.4620855607346716,29,22,29,22,1,0,5,1,,1,1.86,0.81,0.81,,,,,,
2662,FF,2016-09-29,92.3,-2.16,6.51,"Nova, Iván",608365,467100,,ball,,,,,14,Ball,R,R,R,PIT,CHC,B,,,0,0,2016,-0.48,1.34,1.89,1.94,,,,2,1,Top,,,,,,160929_190948,11.500582281969638,-134.81752112021644,-8.015293081224918,-8.343,31.826,-14.673,4.21,2.0,,,,90.1,2438,5.5,449244,518700,501896,593700,628356,474568,446481,457705,605137,54.5,,,,,,,,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,215,-0.001,0.034,,,,-0.034,,0,0,0.5379144392653283,0.4620855607346716,29,22,29,22,1,0,5,1,,1,1.42,0.48,0.48,,,,,,
2281,FF,2016-09-28,99.6,1.85,5.95,"Vázquez, Felipe",608365,553878,force_out,hit_into_play,,,,,7,"Addison Russell grounds into a force out, third baseman David Freese to second baseman Pedro Florimon.   Tim Federowicz out at 2nd.    Addison Russell to 1st.",R,R,L,PIT,CHC,X,5,ground_ball,2,2,2016,0.59,0.84,-0.7,1.81,,,543148,2,8,Top,108.44,164.74,,,,160928_215631,-8.61818892478718,-145.59293843109288,-7.247511321196791,10.097,33.269,-18.908,3.68,1.67,44,94.1,0,98.9,2079,6.1,449229,518700,444379,465753,501896,446481,624428,457705,459964,54.5,0.367,0.371,0.0,1,0,0,2,69,7,4-Seam Fastball,8,4,4,8,4,8,4,8,Standard,Standard,162,0.01,-0.202,,,0.424,0.202,94.1,4,-4,0.9793673900472776,0.0206326099527225,24,22,25,22,1,3,3,2,3,1,1.49,0.59,-0.59,,,,,,
2318,SL,2016-09-28,84.7,2.25,5.51,"Vázquez, Felipe",608365,553878,,foul,,,,,14,Foul,R,R,L,PIT,CHC,S,,,2,2,2016,-0.8,0.06,0.07,1.5,,,543148,2,8,Top,,,,,,160928_215601,-3.2313870724175,-124.08470101104326,-2.0259187366549885,-7.492,22.802,-31.222,3.68,1.67,40,89.8,0,83.6,,5.5,449229,518700,444379,465753,501896,446481,624428,457705,459964,54.5,,,,,,,,69,6,Slider,8,4,4,8,4,8,4,8,Standard,Standard,243,0.002,0.0,,,,0.0,89.8,4,-4,0.9793673900472776,0.0206326099527225,24,22,25,22,1,3,3,2,3,1,3.14,-0.8,0.8,,,,,,
2392,FF,2016-09-28,99.2,1.8,6.03,"Vázquez, Felipe",608365,553878,,ball,,,,,13,Ball,R,R,L,PIT,CHC,B,,,1,2,2016,0.58,0.93,-0.92,2.67,,,543148,2,8,Top,,,,,,160928_215537,-9.024191510210834,-145.07513254862116,-5.294032112924505,9.998,32.036,-18.312,4.14,1.67,,,,99.0,2176,6.3,449229,518700,444379,465753,501896,446481,624428,457705,459964,54.5,,,,,,,,69,5,4-Seam Fastball,8,4,4,8,4,8,4,8,Standard,Standard,153,0.002,0.021,,,,-0.021,,4,-4,0.9793673900472776,0.0206326099527225,24,22,25,22,1,3,3,2,3,1,1.42,0.58,-0.58,,,,,,
2473,SL,2016-09-28,85.9,2.35,5.58,"Vázquez, Felipe",608365,553878,,foul,,,,,1,Foul,R,R,L,PIT,CHC,S,,,1,2,2016,-0.89,0.39,-0.57,3.15,,,543148,2,8,Top,,,,,,160928_215503,-4.841980784392577,-125.98571004681445,0.8430022124615879,-7.863,29.044,-28.383,3.68,1.67,,,,83.9,2623,5.4,449229,518700,444379,465753,501896,446481,624428,457705,459964,54.5,,,,,,,,69,4,Slider,8,4,4,8,4,8,4,8,Standard,Standard,238,0.002,0.0,,,,0.0,,4,-4,0.9793673900472776,0.0206326099527225,24,22,25,22,1,3,3,2,3,1,2.78,-0.89,0.89,,,,,,
2563,FF,2016-09-28,99.0,1.99,6.01,"Vázquez, Felipe",608365,553878,,foul,,,,,3,Foul,R,R,L,PIT,CHC,S,,,1,1,2016,1.02,0.97,0.48,3.42,,,543148,2,8,Top,,,,,,160928_215421,-6.917376458045717,-144.96874312761355,-3.3349791073055206,15.551,31.808,-18.108,3.68,1.67,233,89.0,57,98.5,2318,6.0,449229,518700,444379,465753,501896,446481,624428,457705,459964,54.5,,,,,,,,69,3,4-Seam Fastball,8,4,4,8,4,8,4,8,Standard,Standard,151,0.002,-0.06,,,,0.06,89.0,4,-4,0.9793673900472776,0.0206326099527225,24,22,25,22,1,3,3,2,3,1,1.38,1.02,-1.02,,,,,,
2659,CH,2016-09-28,90.7,2.72,5.56,"Vázquez, Felipe",608365,553878,,ball,,,,,3,Ball,R,R,L,PIT,CHC,B,,,0,1,2016,1.31,0.01,0.81,3.66,,,543148,2,8,Top,,,,,,160928_215403,-8.055451755774508,-132.80127719641857,2.2071206811031567,16.661,26.068,-32.446,3.91,1.79,,,,90.4,2025,6.1,449229,518700,444379,465753,501896,446481,624428,457705,459964,54.5,,,,,,,,69,2,Changeup,8,4,4,8,4,8,4,8,Standard,Standard,84,0.002,0.028,,,,-0.028,,4,-4,0.9793673900472776,0.0206326099527225,24,22,25,22,1,3,3,2,3,1,2.78,1.31,-1.31,,,,,,
2748,FF,2016-09-28,99.6,2.26,5.92,"Vázquez, Felipe",608365,553878,,swinging_strike,,,,,2,Swinging Strike,R,R,L,PIT,CHC,S,,,0,0,2016,0.98,0.87,0.06,3.05,,,543148,2,8,Top,,,,,,160928_215345,-8.711831426971862,-145.74549491836788,-3.8857193647769313,15.424,31.585,-19.312,3.68,1.67,,,,99.2,2261,6.1,449229,518700,444379,465753,501896,446481,624428,457705,459964,54.5,,,,,,,,69,1,4-Seam Fastball,8,4,4,8,4,8,4,8,Standard,Standard,154,0.002,-0.048,,,,0.048,,4,-4,0.9793673900472776,0.0206326099527225,24,22,25,22,1,3,3,2,3,1,1.45,0.98,-0.98,,,,,,
3279,SI,2016-09-28,93.7,-2.21,6.13,"Hughes, Jared",608365,453172,hit_by_pitch,hit_by_pitch,,,,,11,Addison Russell hit by pitch.,R,R,R,PIT,CHC,B,,,2,1,2016,-0.96,0.07,-2.09,4.23,,,,1,7,Top,,,,,,160928_211650,2.8065594374689256,-137.42109087036096,1.7138920121684684,-12.4,30.945,-31.73,3.68,1.67,,,,94.0,1950,6.6,449229,518700,444379,465753,501896,446481,624428,457705,459964,54.5,,0.720909,0.7,1,0,0,,55,4,Sinker,7,1,1,7,1,7,1,7,Standard,Standard,259,-0.003,0.349,,,,-0.349,,6,-6,0.988705310381219,0.0112946896187809,30,22,31,22,1,2,2,2,2,1,2.57,0.96,0.96,,,,,,
3438,SI,2016-09-28,94.9,-2.15,6.17,"Hughes, Jared",608365,453172,,ball,,,,,13,Ball,R,R,R,PIT,CHC,B,,,1,1,2016,-1.46,0.65,-0.54,0.42,,,,1,7,Top,,,,,,160928_211629,8.03426995857208,-138.5384116409597,-9.971837464788594,-19.948,30.321,-21.908,4.07,1.67,,,,94.4,2173,6.3,449229,518700,444379,465753,501896,446481,624428,457705,459964,54.5,,,,,,,,55,3,Sinker,7,1,1,7,1,7,1,7,Standard,Standard,249,0.002,0.059,,,,-0.059,,6,-6,0.988705310381219,0.0112946896187809,30,22,31,22,1,2,2,2,2,1,1.93,1.46,1.46,,,,,,
3566,CH,2016-09-28,89.5,-2.17,6.17,"Hughes, Jared",608365,453172,,ball,,,,,14,Ball,R,R,R,PIT,CHC,B,,,0,1,2016,-1.09,0.85,0.89,0.67,,,,1,7,Top,,,,,,160928_211612,10.209550588122134,-130.68389787575208,-8.402787282647315,-14.276,30.137,-20.919,4.03,1.86,,,,88.9,2170,6.5,449229,518700,444379,465753,501896,446481,624428,457705,459964,54.5,,,,,,,,55,2,Changeup,7,1,1,7,1,7,1,7,Standard,Standard,229,0.002,0.033,,,,-0.033,,6,-6,0.988705310381219,0.0112946896187809,30,22,31,22,1,2,2,2,2,1,2.09,1.09,1.09,,,,,,
3689,SI,2016-09-28,94.3,-2.03,6.32,"Hughes, Jared",608365,453172,,called_strike,,,,,6,Called Strike,R,R,R,PIT,CHC,S,,,0,0,2016,-1.15,0.29,0.37,2.54,,,,1,7,Top,,,,,,160928_211558,9.23596744099638,-138.09395150041874,-3.748069149321209,-16.32,34.077,-27.658,3.89,1.77,,,,93.9,2132,6.5,449229,518700,444379,465753,501896,446481,624428,457705,459964,54.5,,,,,,,,55,1,Sinker,7,1,1,7,1,7,1,7,Standard,Standard,255,0.002,-0.04,,,,0.04,,6,-6,0.988705310381219,0.0112946896187809,30,22,31,22,1,2,2,2,2,1,2.34,1.15,1.15,,,,,,
556,FF,2016-09-28,94.1,-1.77,6.27,"Taillon, Jameson",608365,592791,strikeout,foul_tip,,,,,5,Addison Russell strikes out on a foul tip.,R,R,R,PIT,CHC,S,2,,3,2,2016,0.14,1.03,0.26,2.64,,,,2,4,Top,,,,,,160928_201442,4.902403196948561,-137.78747140433342,-5.331280695780165,0.72,29.337,-18.299,3.68,1.67,,,,94.4,2284,6.5,449229,518700,444379,624428,501896,446481,459964,457705,605137,54.5,,0.0,0.0,1,0,0,,27,6,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,201,0.012,-0.322,,,,0.322,,0,0,0.547166860694605,0.452833139305395,24,22,25,22,2,1,5,2,,1,1.57,-0.14,-0.14,,,,,,
567,CU,2016-09-28,80.9,-1.36,6.47,"Taillon, Jameson",608365,592791,,ball,,,,,14,Ball,R,R,R,PIT,CHC,B,,,2,2,2016,0.96,-1.42,0.33,1.03,,,,2,4,Top,,,,,,160928_201421,1.6342482261663658,-118.533920921397,-1.0615242529773845,8.365,23.118,-44.888,3.98,1.67,,,,80.9,2701,6.5,449229,518700,444379,624428,501896,446481,459964,457705,605137,54.5,,,,,,,,27,5,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,19,-0.001,0.099,,,,-0.099,,0,0,0.547166860694605,0.452833139305395,24,22,25,22,2,1,5,2,,1,4.97,-0.96,-0.96,,,,,,
594,CU,2016-09-28,79.4,-1.62,6.41,"Taillon, Jameson",608365,592791,,ball,,,,,13,Ball,R,R,R,PIT,CHC,B,,,1,2,2016,1.25,-1.23,-0.98,2.32,,,,2,4,Top,,,,,,160928_201402,-1.3637323391977754,-116.52987239759598,1.8037554152421151,11.24,23.187,-43.253,3.85,1.67,,,,79.3,2600,6.4,449229,518700,444379,624428,501896,446481,459964,457705,605137,54.5,,,,,,,,27,4,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,22,-0.001,0.038,,,,-0.038,,0,0,0.547166860694605,0.452833139305395,24,22,25,22,2,1,5,2,,1,4.91,-1.25,-1.25,,,,,,
632,FF,2016-09-28,95.9,-1.78,6.25,"Taillon, Jameson",608365,592791,,ball,,,,,12,Ball,R,R,R,PIT,CHC,B,,,0,2,2016,-0.12,1.15,1.39,3.75,,,,2,4,Top,,,,,,160928_201346,8.69593314375758,-140.33513177034465,-2.9701332019716884,-3.571,32.255,-16.867,4.03,1.67,,,,95.7,2297,6.5,449229,518700,444379,624428,501896,446481,459964,457705,605137,54.5,,,,,,,,27,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,193,-0.001,0.021,,,,-0.021,,0,0,0.547166860694605,0.452833139305395,24,22,25,22,2,1,5,2,,1,1.38,0.12,0.12,,,,,,
656,CH,2016-09-28,86.5,-1.97,6.31,"Taillon, Jameson",608365,592791,,foul,,,,,8,Foul,R,R,R,PIT,CHC,S,,,0,1,2016,-0.07,0.52,-0.04,2.19,,,,2,4,Top,,,,,,160928_201320,4.774312019314754,-126.7809368793274,-3.7012337790079104,-1.665,25.684,-25.988,3.68,1.67,5,73.7,-26,86.0,1569,6.1,449229,518700,444379,624428,501896,446481,459964,457705,605137,54.5,,,,,,,,27,2,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,217,-0.001,-0.061,,,,0.061,88.0,0,0,0.547166860694605,0.452833139305395,24,22,25,22,2,1,5,2,,1,2.57,0.07,0.07,,,,,,
692,FF,2016-09-28,93.7,-1.95,6.24,"Taillon, Jameson",608365,592791,,called_strike,,,,,5,Called Strike,R,R,R,PIT,CHC,S,,,0,0,2016,-0.09,1.41,0.26,2.99,,,,2,4,Top,,,,,,160928_201305,5.95272649714577,-137.21972926660362,-5.208979616000834,-2.422,31.282,-13.823,4.12,1.67,,,,93.5,2200,6.5,449229,518700,444379,624428,501896,446481,459964,457705,605137,54.5,,,,,,,,27,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,197,-0.001,-0.042,,,,0.042,,0,0,0.547166860694605,0.452833139305395,24,22,25,22,2,1,5,2,,1,1.23,0.09,0.09,,,,,,
1755,CH,2016-09-28,86.6,-1.86,6.3,"Taillon, Jameson",608365,592791,field_out,hit_into_play,,,,,11,Addison Russell pops out to shortstop Sean Rodriguez.,R,R,R,PIT,CHC,X,6,popup,1,1,2016,-0.51,0.82,-0.85,2.7,,,518792,0,2,Top,117.51,167.48,,,,160928_193700,3.620096531272257,-126.80276771427349,-3.257290186412192,-5.985,23.389,-22.938,3.68,1.67,,80.0,69,86.4,1768,6.0,449229,518700,444379,624428,501896,446481,459964,457705,605137,54.5,0.0,0.0,0.0,1,0,0,3,11,3,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,229,0.035,-0.239,,,0.0,0.239,88.0,0,0,0.4620120916150315,0.5379879083849685,24,22,25,22,1,0,5,2,,1,2.24,0.51,0.51,,,,,,
1797,SI,2016-09-28,94.5,-1.86,6.32,"Taillon, Jameson",608365,592791,,swinging_strike,,,,,13,Swinging Strike,R,R,R,PIT,CHC,S,,,1,0,2016,-0.81,0.8,-1.46,2.08,,,518792,0,2,Top,,,,,,160928_193632,3.1519651602202825,-138.28385385141678,-6.4455306785606,-10.781,27.257,-20.874,3.68,1.67,,,,94.7,2131,6.3,449229,518700,444379,624428,501896,446481,459964,457705,605137,54.5,,,,,,,,11,2,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,241,0.0,-0.045,,,,0.045,,0,0,0.4620120916150315,0.5379879083849685,24,22,25,22,1,0,5,2,,1,1.77,0.81,0.81,,,,,,
1868,FF,2016-09-28,94.6,-1.72,6.22,"Taillon, Jameson",608365,592791,,ball,,,,,14,Ball,R,R,R,PIT,CHC,B,,,0,0,2016,-0.18,1.02,0.57,1.46,,,518792,0,2,Top,,,,,,160928_193606,6.416452543230461,-138.23373814304523,-8.305824278054883,-3.626,29.532,-17.76,4.21,1.9,,,,94.2,2141,6.2,449229,518700,444379,624428,501896,446481,459964,457705,605137,54.5,,,,,,,,11,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,210,0.0,0.036,,,,-0.036,,0,0,0.4620120916150315,0.5379879083849685,24,22,25,22,1,0,5,2,,1,1.57,0.18,0.18,,,,,,
1015,FF,2016-09-26,93.0,3.36,5.53,"Brault, Steven",608365,643230,fielders_choice_out,hit_into_play,,,,,9,"Addison Russell reaches on a fielder's choice out, third baseman Jung Ho Kang to catcher Francisco Cervelli.   Willson Contreras out at home.    Jason Heyward to 2nd.",R,R,L,PIT,CHC,X,5,ground_ball,3,2,2016,1.61,0.35,0.41,2.11,575929,,518792,1,6,Top,106.6,165.05,,,,160926_211012,-11.661703023884174,-135.94403848643014,-2.8216439160960807,21.73,27.22,-27.35,3.68,1.67,,,,,,,449202,465041,444379,446481,628356,474568,624428,457705,605137,54.5,,,0.0,,0,0,,52,6,4-Seam Fastball,0,8,8,0,8,0,8,0,,,,0.001,-0.337,,,,0.337,,-8,8,0.0057238493860719,0.994276150613928,24,22,24,22,1,3,6,1,,2,2.31,1.61,-1.61,,,,,,
1054,FF,2016-09-26,92.6,3.26,5.51,"Brault, Steven",608365,643230,,swinging_strike,,,,,14,Swinging Strike,R,R,L,PIT,CHC,S,,,3,1,2016,1.6,0.35,0.13,1.0,575929,,518792,1,6,Top,,,,,,160926_210944,-12.059652199585608,-135.27024654372448,-5.5241064454138336,21.56,27.27,-26.84,3.68,1.67,,,,,,,449202,465041,444379,446481,628356,474568,624428,457705,605137,54.5,,,,,,,,52,5,4-Seam Fastball,0,8,8,0,8,0,8,0,Standard,Standard,,-0.001,-0.086,,,,0.086,,-8,8,0.0057238493860719,0.994276150613928,24,22,24,22,1,3,6,1,,2,2.34,1.6,-1.6,,,,,,
1082,CH,2016-09-26,86.9,2.96,5.68,"Brault, Steven",608365,643230,,ball,,,,,12,Ball,R,R,L,PIT,CHC,B,,,2,1,2016,1.4,1.1,1.54,3.01,575929,,518792,1,6,Top,,,,,,160926_210922,-6.750753120778311,-127.337403774382,-1.679907498334386,16.09,26.99,-20.3,4.02,1.67,,,,,,,449202,465041,444379,446481,628356,474568,624428,457705,605137,54.5,,,,,,,,52,4,Changeup,0,8,8,0,8,0,8,0,Standard,Standard,,-0.001,0.048,,,,-0.048,,-8,8,0.0057238493860719,0.994276150613928,24,22,24,22,1,3,6,1,,2,1.97,1.4,-1.4,,,,,,
1115,SL,2016-09-26,87.4,2.9,5.73,"Brault, Steven",608365,643230,,ball,,,,,13,Ball,R,R,L,PIT,CHC,B,,,1,1,2016,0.21,0.03,-1.34,1.05,575929,,518792,1,6,Top,,,,,,160926_210859,-10.69598085201781,-127.68430952940145,-4.031767470486846,4.41,25.85,-31.05,4.2,1.81,,,,,,,449202,465041,444379,446481,628356,474568,624428,457705,605137,54.5,,,,,,,,52,3,Slider,0,8,8,0,8,0,8,0,Standard,Standard,,-0.001,0.05,,,,-0.05,,-8,8,0.0057238493860719,0.994276150613928,24,22,24,22,1,3,6,1,,2,3.01,0.21,-0.21,,,,,,
1149,CH,2016-09-26,86.1,2.92,5.76,"Brault, Steven",608365,643230,,ball,,,,,14,Ball,R,R,L,PIT,CHC,B,,,0,1,2016,1.54,1.09,1.3,2.62,575929,,518792,1,6,Top,,,,,,160926_210843,-7.511191871080406,-126.15160878879033,-2.6085331454655494,17.35,26.02,-20.43,4.07,1.9,,,,,,,449202,465041,444379,446481,628356,474568,624428,457705,605137,54.5,,,,,,,,52,2,Changeup,0,8,8,0,8,0,8,0,Standard,Standard,,-0.001,0.026,,,,-0.026,,-8,8,0.0057238493860719,0.994276150613928,24,22,24,22,1,3,6,1,,2,2.04,1.54,-1.54,,,,,,
1185,FF,2016-09-26,93.1,3.13,5.66,"Brault, Steven",608365,643230,,foul,,,,,9,Foul,R,R,L,PIT,CHC,S,,,0,0,2016,1.45,0.43,0.54,1.88,575929,,518792,1,6,Top,,,,,,160926_210822,-10.3713192736962,-136.07945803830935,-3.9713531031397578,19.63,27.41,-26.18,3.68,1.67,,,,,,,449202,465041,444379,446481,628356,474568,624428,457705,605137,54.5,,,,,,,,52,1,4-Seam Fastball,0,8,8,0,8,0,8,0,Standard,Standard,,-0.001,-0.047,,,,0.047,,-8,8,0.0057238493860719,0.994276150613928,24,22,24,22,1,3,6,1,,2,2.23,1.45,-1.45,,,,,,
1641,CH,2016-09-26,83.2,1.31,5.97,"Phillips, Zach",608365,452061,field_out,hit_into_play,,,,,3,Addison Russell flies out to center fielder Andrew McCutchen.,R,R,L,PIT,CHC,X,8,fly_ball,3,1,2016,1.01,1.09,0.82,3.48,,,,1,5,Top,124.79,63.85,,,,160926_204218,-3.4439219216681414,-122.00630352567856,-0.5395764757507027,10.37,24.75,-21.62,3.68,1.67,,,,,,,449202,465041,444379,446481,628356,474568,624428,457705,605137,54.5,,,0.0,,0,0,,40,5,Changeup,0,5,5,0,5,0,5,0,,,,-0.004,-0.431,,,,0.431,,-5,5,0.06864448227993,0.93135551772007,29,22,30,22,1,2,2,1,2,2,2.26,1.01,-1.01,,,,,,
1728,CH,2016-09-26,83.2,1.33,6.02,"Phillips, Zach",608365,452061,,ball,,,,,12,Ball,R,R,L,PIT,CHC,B,,,2,1,2016,1.23,0.9,1.28,3.28,,,,1,5,Top,,,,,,160926_204152,-2.9301405242711884,-122.03138161964732,-0.6541362137809256,12.43,25.43,-23.39,4.07,1.63,,,,,,,449202,465041,444379,446481,628356,474568,624428,457705,605137,54.5,,,,,,,,40,4,Changeup,0,5,5,0,5,0,5,0,Infield shift,Standard,,-0.008,0.123,,,,-0.123,,-5,5,0.06864448227993,0.93135551772007,29,22,30,22,1,2,2,1,2,2,2.45,1.23,-1.23,,,,,,
1796,CH,2016-09-26,83.2,1.39,6.02,"Phillips, Zach",608365,452061,,ball,,,,,14,Ball,R,R,L,PIT,CHC,B,,,1,1,2016,1.43,0.9,1.36,0.83,,,,1,5,Top,,,,,,160926_204116,-3.365232888608045,-121.76204006175324,-6.281742868841466,14.43,23.78,-22.33,4.16,1.85,,,,,,,449202,465041,444379,446481,628356,474568,624428,457705,605137,54.5,,,,,,,,40,3,Changeup,0,5,5,0,5,0,5,0,Standard,Standard,,-0.008,0.059,,,,-0.059,,-5,5,0.06864448227993,0.93135551772007,29,22,30,22,1,2,2,1,2,2,2.45,1.43,-1.43,,,,,,
1867,FF,2016-09-26,91.3,1.23,6.05,"Phillips, Zach",608365,452061,,ball,,,,,11,Ball,R,R,L,PIT,CHC,B,,,0,1,2016,1.0,1.74,-1.31,3.85,,,,1,5,Top,,,,,,160926_204054,-8.916863525420261,-133.6877425196491,-2.891733586754526,13.52,30.71,-11.49,4.11,1.76,,,,,,,449202,465041,444379,446481,628356,474568,624428,457705,605137,54.5,,,,,,,,40,2,4-Seam Fastball,0,5,5,0,5,0,5,0,Standard,Standard,,-0.008,0.033,,,,-0.033,,-5,5,0.06864448227993,0.93135551772007,29,22,30,22,1,2,2,1,2,2,1.06,1.0,-1.0,,,,,,
