,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
677,SI,2016-04-18,92.8,-1.5,5.49,"Leake, Mike",608365,502190,,called_strike,,,,,2,Called Strike,R,R,R,STL,CHC,S,,,0,0,2016,-0.99,0.46,0.15,3.38,,,,2,5,Top,,,,,,160418_200932,6.748987582308751,-136.03180152082086,0.2805023507352964,-13.313,29.422,-26.672,3.85,1.72,,,,90.6,2068,5.2,447053,425877,461235,543939,572761,649557,407812,571757,572039,54.5,,,,,,,,31,1,Sinker,0,0,0,0,0,0,0,0,Strategic,Standard,238,-0.001,-0.042,,,,0.042,,0,0,0.5520698604857484,0.4479301395142516,28,22,29,22,2,1,5,2,6,1,2.22,0.99,0.99,,,,,,
1188,SI,2016-04-18,92.2,-1.71,5.43,"Leake, Mike",608365,502190,grounded_into_double_play,hit_into_play,,,,,8,"Addison Russell grounds into a double play, pitcher Mike Leake to second baseman Kolten Wong to first baseman Brandon Moss.   Miguel Montero out at 2nd.    Addison Russell out at 1st.",R,R,R,STL,CHC,X,1,ground_ball,1,0,2016,-1.35,0.08,0.15,1.84,,,471083,1,2,Top,126.4,183.62,,,,160418_193317,8.166081985914,-135.03907221615526,-2.39311988109705,-17.762,29.721,-30.672,3.67,1.66,8,105.2,-12,89.7,2060,5.2,447053,425877,461235,543939,572761,649557,407812,571757,572039,54.5,0.32,0.332,0.0,1,0,0,2,12,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,258,0.053,-0.362,,,0.347,0.362,105.2,0,0,0.4973802369153334,0.5026197630846665,28,22,29,22,1,0,5,2,6,1,2.64,1.35,1.35,,,,,,
1206,SI,2016-04-18,92.2,-1.54,5.44,"Leake, Mike",608365,502190,,ball,,,,,14,Ball,R,R,R,STL,CHC,B,,,0,0,2016,-1.16,0.05,1.15,1.6,,,471083,1,2,Top,,,,,,160418_193254,9.768160704896651,-134.97452574467525,-2.9194407874413213,-15.811,30.911,-30.912,3.72,1.63,,,,89.4,1977,5.1,447053,425877,461235,543939,572761,649557,407812,571757,572039,54.5,,,,,,,,12,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,260,0.0,0.041,,,,-0.041,,0,0,0.4973802369153334,0.5026197630846665,28,22,29,22,1,0,5,2,6,1,2.69,1.16,1.16,,,,,,
2406,FF,2016-04-16,91.1,2.1,5.88,"Gurka, Jason",608365,543261,walk,ball,,,,,13,Addison Russell walks.,R,R,L,CHC,COL,B,,,3,2,2016,0.47,1.63,-1.32,2.21,595879,,,1,8,Bot,,,,,,160416_154117,-9.781186541072357,-133.29789872312315,-6.215830351249514,7.764,32.329,-12.159,3.64,1.68,,,,,,,447027,572863,572019,542436,571448,596115,430605,467827,471865,54.5,,0.690612,0.7,1,0,0,,60,7,4-Seam Fastball,5,0,5,0,0,5,5,0,,,,0.001,0.219,,,,-0.219,,5,5,0.9964072939794496,0.9964072939794496,28,22,28,22,1,3,4,1,3,2,1.2,0.47,-0.47,,,,,,
2507,CH,2016-04-16,82.0,2.48,5.76,"Gurka, Jason",608365,543261,,foul,,,,,9,Foul,R,R,L,CHC,COL,S,,,3,2,2016,1.64,1.06,0.68,2.08,595879,,,1,8,Bot,,,,,,160416_154055,-7.79462177782027,-120.01789550312904,-2.877407188127047,16.833,24.943,-21.747,3.67,1.65,,,,81.5,2289,6.3,447027,572863,572019,542436,571448,596115,430605,467827,471865,54.5,,,,,,,,60,6,Changeup,5,0,5,0,0,5,5,0,Strategic,Standard,125,0.001,0.0,,,,0.0,,5,5,0.9964072939794496,0.9964072939794496,28,22,28,22,1,3,4,1,3,2,2.41,1.64,-1.64,,,,,,
2580,CU,2016-04-16,78.0,2.32,5.85,"Gurka, Jason",608365,543261,,blocked_ball,,,,,13,Ball In Dirt,R,R,L,CHC,COL,B,,,2,2,2016,-1.39,-0.35,-1.96,0.66,595879,,,1,8,Bot,,,,,,160416_154030,-6.244287519645877,-114.32202014047864,-2.2156290144650392,-10.573,21.237,-34.737,3.59,1.6,,,,76.7,3092,5.5,447027,572863,572019,542436,571448,596115,430605,467827,471865,54.5,,,,,,,,60,5,Curveball,5,0,5,0,0,5,5,0,Strategic,Standard,286,0.001,0.061,,,,-0.061,,5,5,0.9964072939794496,0.9964072939794496,28,22,28,22,1,3,4,1,3,2,4.16,-1.39,1.39,,,,,,
2657,CH,2016-04-16,82.5,2.48,5.71,"Gurka, Jason",608365,543261,,foul,,,,,14,Foul,R,R,L,CHC,COL,S,,,2,1,2016,1.34,0.89,0.46,1.16,595879,,,1,8,Bot,,,,,,160416_154003,-7.642946733469706,-120.64225233723052,-4.598403319713924,14.102,23.646,-22.934,3.67,1.65,,,,82.0,2294,6.2,447027,572863,572019,542436,571448,596115,430605,467827,471865,54.5,,,,,,,,60,4,Changeup,5,0,5,0,0,5,5,0,Strategic,Standard,114,0.001,-0.102,,,,0.102,,5,5,0.9964072939794496,0.9964072939794496,28,22,28,22,1,3,4,1,3,2,2.53,1.34,-1.34,,,,,,
2737,CH,2016-04-16,81.2,2.39,5.75,"Gurka, Jason",608365,543261,,swinging_strike_blocked,,,,,13,Swinging Strike (Blocked),R,R,L,CHC,COL,S,,,2,0,2016,1.33,0.81,-0.37,0.85,595879,,,1,8,Bot,,,,,,160416_153940,-9.126099808379116,-118.66889889098996,-4.831098116137531,13.873,23.929,-23.824,3.67,1.65,,,,80.3,2322,6.0,447027,572863,572019,542436,571448,596115,430605,467827,471865,54.5,,,,,,,,60,3,Changeup,5,0,5,0,0,5,5,0,Strategic,Standard,120,0.001,-0.059,,,,0.059,,5,5,0.9964072939794496,0.9964072939794496,28,22,28,22,1,3,4,1,3,2,2.73,1.33,-1.33,,,,,,
2819,CU,2016-04-16,77.9,2.31,5.83,"Gurka, Jason",608365,543261,,blocked_ball,,,,,13,Ball In Dirt,R,R,L,CHC,COL,B,,,1,0,2016,-1.37,-0.28,-2.08,-0.35,595879,,,1,8,Bot,,,,,,160416_153913,-6.489311814942125,-114.1100794890618,-4.365984151251941,-10.043,23.715,-33.638,3.64,1.68,,,,76.4,3093,5.7,447027,572863,572019,542436,571448,596115,430605,467827,471865,54.5,,,,,,,,60,2,Curveball,5,0,5,0,0,5,5,0,,,269,0.001,0.043,,,,-0.043,,5,5,0.9964072939794496,0.9964072939794496,28,22,28,22,1,3,4,1,3,2,4.15,-1.37,1.37,,,,,,
2910,CH,2016-04-16,79.6,2.44,5.8,"Gurka, Jason",608365,543261,,ball,,,,,14,Ball,R,R,L,CHC,COL,B,,,0,0,2016,1.2,0.91,0.96,2.43,,595879,,1,8,Bot,,,,,,160416_153730,-5.87896068463848,-116.50220641687434,-1.418195954996203,11.687,20.44,-23.887,3.7,1.68,,,,79.7,2185,6.3,447027,572863,572019,542436,571448,596115,430605,467827,471865,54.5,,,,,,,,60,1,Changeup,5,0,5,0,0,5,5,0,Infield shade,Standard,122,0.001,0.025,,,,-0.025,,5,5,0.9954311730864264,0.9954311730864264,28,22,28,22,1,3,4,1,3,2,2.73,1.2,-1.2,,,,,,
2426,FF,2016-04-16,89.7,-2.14,5.85,"Hale, David",608365,571735,field_out,hit_into_play,,,,,11,"Addison Russell bunt grounds out, third baseman Nolan Arenado to first baseman Mark Reynolds.",R,R,R,CHC,COL,X,5,ground_ball,0,1,2016,-1.03,0.88,-0.9,2.73,,,,0,7,Bot,113.93,185.44,,,,160416_150733,5.647956373725657,-131.47259548666406,-2.812770231555118,-12.78,26.628,-21.697,3.67,1.65,6,37.8,-23,90.0,2093,6.5,447027,572863,448602,542436,571448,596115,430605,467827,471865,54.5,0.293,0.292,0.0,1,0,0,1,48,2,4-Seam Fastball,2,0,2,0,0,2,2,0,Infield shift,Standard,228,-0.004,0.053,,,0.334,-0.053,88.0,2,2,0.886607467817127,0.886607467817127,28,22,29,22,1,2,,1,3,2,1.98,1.03,1.03,,,,,,
2505,CU,2016-04-16,79.8,-2.17,5.84,"Hale, David",608365,571735,,foul,,,,,9,Foul,R,R,R,CHC,COL,S,,,0,0,2016,0.61,0.72,0.74,1.61,,,,0,7,Bot,,,,,,160416_150716,5.058552656133988,-116.70886728950804,-2.9412396634257942,4.613,19.669,-25.25,3.67,1.65,125,63.7,72,79.6,2232,6.1,447027,572863,448602,542436,571448,596115,430605,467827,471865,54.5,,,,,,,,48,1,Curveball,2,0,2,0,0,2,2,0,Infield shift,Standard,143,0.006,-0.041,,,,0.041,88.0,2,2,0.886607467817127,0.886607467817127,28,22,29,22,1,2,,1,3,2,2.89,-0.61,-0.61,,,,,,
1234,CH,2016-04-16,87.4,-2.9,5.18,"Bergman, Christian",608365,548357,field_out,hit_into_play,,,,,5,Addison Russell flies out to right fielder Carlos Gonzalez.,R,R,R,CHC,COL,X,9,fly_ball,0,2,2016,-1.06,0.6,0.09,2.37,,,,1,4,Bot,176.96,131.51,,,,160416_142207,9.750169234716418,-127.92992322361488,-0.9280555752009896,-13.177,25.889,-25.578,3.67,1.65,243,87.0,51,86.6,2139,5.9,447027,572863,448602,542436,571448,596115,430605,467827,471865,54.5,0.007,0.006,0.0,1,0,0,3,29,3,Changeup,2,0,2,0,0,2,2,0,Infield shift,Standard,238,-0.002,-0.158,,,0.007,0.158,88.0,2,2,0.7704160887913916,0.7704160887913916,28,22,28,22,2,1,8,1,4,2,2.43,1.06,1.06,,,,,,
1246,FF,2016-04-16,91.4,-2.65,5.52,"Bergman, Christian",608365,548357,,called_strike,,,,,9,Called Strike,R,R,R,CHC,COL,S,,,0,1,2016,-1.11,1.04,0.41,1.66,,,,1,4,Bot,,,,,,160416_142153,10.47512199582706,-133.68212670360984,-5.356193560622666,-15.069,29.069,-18.937,3.73,1.71,,,,90.2,2241,5.8,447027,572863,448602,542436,571448,596115,430605,467827,471865,54.5,,,,,,,,29,2,4-Seam Fastball,2,0,2,0,0,2,2,0,Infield shift,Standard,208,0.009,-0.058,,,,0.058,,2,2,0.7704160887913916,0.7704160887913916,28,22,28,22,2,1,8,1,4,2,1.74,1.11,1.11,,,,,,
1285,SL,2016-04-16,87.1,-2.59,5.64,"Bergman, Christian",608365,548357,,called_strike,,,,,13,Called Strike,R,R,R,CHC,COL,S,,,0,0,2016,0.02,0.76,-0.92,2.5,,,,1,4,Bot,,,,,,160416_142140,3.953755601210767,-127.64791517686452,-2.106258450511709,-0.502,23.775,-23.657,3.84,1.85,,,,85.9,,5.4,447027,572863,448602,542436,571448,596115,430605,467827,471865,54.5,,,,,,,,29,1,Slider,2,0,2,0,0,2,2,0,Infield shift,Standard,168,0.009,-0.04,,,,0.04,,2,2,0.7704160887913916,0.7704160887913916,28,22,28,22,2,1,8,1,4,2,2.26,-0.02,-0.02,,,,,,
2530,SL,2016-04-16,87.1,-2.66,5.77,"Bergman, Christian",608365,548357,grounded_into_double_play,hit_into_play,,,,,14,"Addison Russell grounds into a double play, shortstop Trevor Story to second baseman Cristhian Adames to first baseman Mark Reynolds.   Jorge Soler to 3rd.    Javier Baez out at 2nd.    Addison Russell out at 1st.",R,R,R,CHC,COL,X,6,ground_ball,1,0,2016,0.21,0.81,0.99,2.39,,624585,595879,0,2,Bot,116.36,149.69,,,,160416_134434,8.237957506060884,-127.37167991355064,-2.806160736808861,0.763,22.845,-23.047,3.67,1.65,13,80.3,-9,86.0,2127,5.5,447027,572863,448602,542436,571448,596115,430605,467827,471865,54.5,0.06,0.059,0.0,1,0,0,2,13,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,178,-0.105,-0.353,,,0.06,0.353,88.0,0,0,0.6440371607398373,0.6440371607398373,28,22,28,22,1,0,8,1,4,2,2.21,-0.21,-0.21,,,,,,
2636,SL,2016-04-16,86.4,-2.89,5.76,"Bergman, Christian",608365,548357,,ball,,,,,11,Ball,R,R,R,CHC,COL,B,,,0,0,2016,0.09,0.78,-1.19,2.95,,624585,595879,0,2,Bot,,,,,,160416_134416,3.8441558957819018,-126.56751722302212,-1.2846406233543213,0.248,21.41,-23.733,3.81,1.79,,,,85.4,2122,5.3,447027,572863,448602,542436,571448,596115,430605,467827,471865,54.5,,,,,,,,13,1,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,166,-0.002,0.039,,,,-0.039,,0,0,0.6440371607398373,0.6440371607398373,28,22,28,22,1,0,8,1,4,2,2.27,-0.09,-0.09,,,,,,
2892,SI,2016-04-15,89.9,-2.31,6.06,"Qualls, Chad",608365,430589,field_out,hit_into_play,,,,,6,Addison Russell flies out to center fielder Brandon Barnes.   Jorge Soler to 3rd.,R,R,R,CHC,COL,X,8,fly_ball,1,0,2016,-0.96,0.6,0.29,2.33,,624585,471083,0,7,Bot,177.36,57.93,,,,160415_152435,8.822682659764647,-131.62078112896916,-3.594282240879537,-12.665,29.596,-24.641,3.66,1.66,356,102.8,34,90.0,1954,6.7,447012,547172,572019,518934,571448,596115,467827,488681,471865,54.5,0.693,1.387,0.0,1,0,0,6,58,2,Sinker,0,4,0,4,4,0,0,4,Standard,Standard,234,-0.058,-0.273,,,2.725,0.273,102.8,-4,-4,0.1657257523973224,0.1657257523973224,37,22,38,22,1,2,1,1,3,1,2.28,0.96,0.96,,,,,,
3034,SI,2016-04-15,91.4,-2.46,6.2,"Qualls, Chad",608365,430589,,ball,,,,,2,Ball,R,R,R,CHC,COL,B,,,0,0,2016,-1.52,0.72,-0.11,3.7,,624585,471083,0,7,Bot,,,,,,160415_152415,9.766663380160855,-133.9561255374311,-1.0548317837216463,-19.792,33.175,-23.631,3.66,1.66,,,,91.0,1997,6.5,447012,547172,572019,518934,571448,596115,467827,488681,471865,54.5,,,,,,,,58,1,Sinker,0,4,0,4,4,0,0,4,Standard,Standard,240,-0.017,0.039,,,,-0.039,,-4,-4,0.1657257523973224,0.1657257523973224,37,22,38,22,1,2,1,1,3,1,2.09,1.52,1.52,,,,,,
597,SL,2016-04-15,85.8,-2.67,6.01,"Bettis, Chad",608365,518452,single,hit_into_play,,,,,9,"Addison Russell singles on a soft ground ball to pitcher Chad Bettis.   Jorge Soler to 3rd.  Jorge Soler advances to 3rd, on a throwing error by pitcher Chad Bettis.",R,R,R,CHC,COL,X,1,ground_ball,2,0,2016,0.28,0.31,0.8,1.68,,,624585,1,5,Bot,122.98,194.64,,,,160415_143344,7.524944613873214,-125.50395532014122,-3.517727346348183,1.391,25.148,-28.297,3.66,1.66,,90.3,-17,84.5,2250,5.6,447012,547172,572019,518934,571448,596115,430605,467827,471865,54.5,0.107,0.099,0.9,1,1,0,2,38,3,Slider,0,1,0,1,1,0,0,1,Standard,Standard,159,0.086,0.308,,,0.107,-0.308,90.3,-1,-1,0.4195878195608196,0.4195878195608196,27,22,27,22,2,1,5,1,5,1,2.84,-0.28,-0.28,,,,,,
614,CH,2016-04-15,83.3,-2.68,6.01,"Bettis, Chad",608365,518452,,ball,,,,,13,Ball,R,R,R,CHC,COL,B,,,1,0,2016,-1.02,0.03,-1.5,1.6,,,624585,1,5,Bot,,,,,,160415_143324,5.049340964062367,-121.977928757624,-2.5801778352591005,-10.842,22.312,-31.44,3.7,1.66,,,,82.6,1647,5.7,447012,547172,572019,518934,571448,596115,430605,467827,471865,54.5,,,,,,,,38,2,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,241,-0.008,0.052,,,,-0.052,,-1,-1,0.4195878195608196,0.4195878195608196,27,22,27,22,2,1,5,1,5,1,3.29,1.02,1.02,,,,,,
638,CH,2016-04-15,82.4,-2.67,6.02,"Bettis, Chad",608365,518452,,blocked_ball,,,,,13,Ball In Dirt,R,R,R,CHC,COL,B,,,0,0,2016,-0.96,0.0,-0.64,0.78,,,624585,1,5,Bot,,,,,,160415_143259,6.792309253922521,-120.51256685093053,-4.116683075075661,-10.308,23.363,-31.388,3.84,1.66,,,,81.1,1442,5.7,447012,547172,572019,518934,571448,596115,430605,467827,471865,54.5,,,,,,,,38,1,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,220,-0.008,0.041,,,,-0.041,,-1,-1,0.4195878195608196,0.4195878195608196,27,22,27,22,2,1,5,1,5,1,3.42,0.96,0.96,,,,,,
1697,SL,2016-04-15,84.6,-2.63,5.98,"Bettis, Chad",608365,518452,field_out,hit_into_play,,,,,6,"Addison Russell grounds out, third baseman Nolan Arenado to first baseman Ben Paulsen.",R,R,R,CHC,COL,X,5,ground_ball,1,0,2016,0.08,0.14,0.31,2.44,,,,0,3,Bot,106.72,173.29,,,,160415_140137,6.686016841256616,-123.85976735405248,-1.1200929960111017,-0.412,21.86,-30.561,3.66,1.66,17,86.5,-7,83.7,2036,5.6,447012,547172,572019,518934,571448,596115,430605,467827,471865,54.5,0.113,0.106,0.0,1,0,0,2,21,2,Slider,0,1,0,1,1,0,0,1,Standard,Standard,170,-0.034,-0.303,,,0.113,0.303,88.0,-1,-1,0.4365952525711393,0.4365952525711393,27,22,27,22,1,0,5,1,5,1,3.06,-0.08,-0.08,,,,,,
1748,SL,2016-04-15,85.4,-2.73,6.02,"Bettis, Chad",608365,518452,,ball,,,,,11,Ball,R,R,R,CHC,COL,B,,,0,0,2016,0.35,0.38,-1.61,3.62,,,,0,3,Bot,,,,,,160415_140125,1.816648413711416,-125.1480758501704,0.8277690339021613,3.253,22.594,-28.379,3.84,1.66,,,,84.5,2079,5.5,447012,547172,572019,518934,571448,596115,430605,467827,471865,54.5,,,,,,,,21,1,Slider,0,1,0,1,1,0,0,1,Standard,Standard,141,-0.007,0.039,,,,-0.039,,-1,-1,0.4365952525711393,0.4365952525711393,27,22,27,22,1,0,5,1,5,1,2.75,-0.35,-0.35,,,,,,
1765,FF,2016-04-15,93.6,-2.21,6.1,"Bettis, Chad",608365,518452,truncated_pa,swinging_strike,,,,,8,"Kris Bryant caught stealing 2nd base, catcher Tony Wolters to second baseman DJ LeMahieu.",R,R,R,CHC,COL,S,2,,0,1,2016,-0.64,1.28,0.2,2.17,,,592178,2,2,Bot,,,,,,160415_135315,7.879921629327826,-136.91859070630255,-6.5213445860575625,-9.634,33.624,-15.232,3.66,1.66,,,,93.2,2183,6.5,447012,547172,572019,518934,571448,596115,430605,467827,471865,54.5,,,0.0,0,0,0,,17,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,203,-0.03,-0.214,,,,0.214,,-1,-1,0.4132584719838345,0.4132584719838345,27,22,27,22,1,0,5,1,5,1,1.4,0.64,0.64,,,,,,
1829,SL,2016-04-15,86.3,-2.55,6.01,"Bettis, Chad",608365,518452,,swinging_strike,,,,,8,Swinging Strike,R,R,R,CHC,COL,S,,,0,0,2016,0.16,0.48,-0.21,1.71,,,592178,2,2,Bot,,,,,,160415_135257,5.199117812092505,-126.28718054101928,-4.022895228304166,0.64,23.779,-26.406,3.66,1.66,,,,85.4,2278,5.7,447012,547172,572019,518934,571448,596115,430605,467827,471865,54.5,,,,,,,,17,1,Slider,0,1,0,1,1,0,0,1,Standard,Standard,185,-0.005,-0.048,,,,0.048,,-1,-1,0.4132584719838345,0.4132584719838345,27,22,27,22,1,0,5,1,5,1,2.61,-0.16,-0.16,,,,,,
1960,FF,2016-04-14,90.9,-1.96,6.03,"Hoover, J.J.",608365,543331,single,hit_into_play,,,,,14,Addison Russell singles on a line drive to right fielder Jay Bruce.   Kris Bryant scores.    Jorge Soler to 3rd.    Miguel Montero to 2nd.,R,R,R,CHC,CIN,X,9,line_drive,0,0,2016,-0.28,1.56,0.91,2.62,592178,624585,471083,1,8,Bot,150.77,132.76,,,,160414_214940,7.886334826567352,-133.10378074645362,-5.387343949040868,-4.931,29.373,-13.162,3.64,1.65,180,72.3,18,90.3,2294,6.1,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,0.9,0.832,0.9,1,1,0,4,66,1,4-Seam Fastball,3,0,3,0,0,4,4,0,Standard,Standard,187,0.01,0.436,,,0.986,-0.436,88.0,3,3,0.9835438764586872,0.9835438764586872,28,22,29,22,1,3,5,1,2,1,1.25,0.28,0.28,,,,,,
1878,FF,2016-04-14,93.9,-1.41,6.08,"Wood, Blake",608365,502028,single,hit_into_play,,,,,8,Addison Russell singles on a sharp line drive to left fielder Adam Duvall.   Miguel Montero to 2nd.,R,R,R,CHC,CIN,X,7,line_drive,2,2,2016,-1.01,0.99,-0.18,2.13,,,471083,2,6,Bot,81.73,119.53,,,,160414_211256,5.78577956083897,-137.4546635403834,-5.993401711187278,-13.629,29.757,-18.676,3.74,1.65,109,106.5,6,94.2,2159,6.5,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,0.593,0.534,0.9,1,1,0,4,51,6,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,219,0.014,0.377,,,0.624,-0.377,106.5,3,3,0.90182867388224,0.90182867388224,30,22,31,22,1,2,1,1,2,1,1.63,1.01,1.01,,,,,,
1915,FF,2016-04-14,95.9,-1.39,6.22,"Wood, Blake",608365,502028,,ball,,,,,12,Ball,R,R,R,CHC,CIN,B,,,1,2,2016,-0.88,1.39,1.53,3.34,,,471083,2,6,Bot,,,,,,160414_211234,10.046036189212955,-140.21118500676042,-4.623217069051275,-13.475,31.362,-13.374,3.71,1.65,,,,96.0,2304,6.5,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,,,,,,,,51,5,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,212,0.007,0.021,,,,-0.021,,3,3,0.90182867388224,0.90182867388224,30,22,31,22,1,2,1,1,2,1,1.13,0.88,0.88,,,,,,
1953,SL,2016-04-14,86.9,-1.7,5.9,"Wood, Blake",608365,502028,,foul,,,,,8,Foul,R,R,R,CHC,CIN,S,,,1,2,2016,0.35,-0.19,0.12,2.08,,,471083,2,6,Bot,,,,,,160414_211202,3.516509585662309,-127.35249123986542,-1.374888836486198,3.003,25.591,-33.871,3.66,1.65,,,,86.5,,6.1,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,,,,,,,,51,4,Slider,3,0,3,0,0,3,3,0,Standard,Standard,122,0.007,0.0,,,,0.0,,3,3,0.90182867388224,0.90182867388224,30,22,31,22,1,2,1,1,2,1,3.24,-0.35,-0.35,,,,,,
1991,SL,2016-04-14,87.4,-1.7,5.98,"Wood, Blake",608365,502028,,ball,,,,,3,Ball,R,R,R,CHC,CIN,B,,,0,2,2016,0.36,0.05,0.77,3.56,,,471083,2,6,Bot,,,,,,160414_211143,5.075808011034018,-128.15911312115108,1.3789069753977157,2.729,27.948,-31.914,3.68,1.65,,,,86.7,,6.0,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,,,,,,,,51,3,Slider,3,0,3,0,0,3,3,0,Standard,Standard,101,0.007,0.02,,,,-0.02,,3,3,0.90182867388224,0.90182867388224,30,22,31,22,1,2,1,1,2,1,2.99,-0.36,-0.36,,,,,,
1993,FF,2016-04-14,95.7,-1.39,6.35,"Wood, Blake",608365,502028,,swinging_strike,,,,,6,Swinging Strike,R,R,R,CHC,CIN,S,,,0,1,2016,-0.88,1.48,0.55,3.11,,,471083,2,6,Bot,,,,,,160414_211121,7.446136957931844,-140.0708502472945,-5.7033112025729285,-12.933,34.224,-12.144,3.82,1.65,,,,95.0,2220,6.3,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,,,,,,,,51,2,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,204,0.007,-0.053,,,,0.053,,3,3,0.90182867388224,0.90182867388224,30,22,31,22,1,2,1,1,2,1,1.07,0.88,0.88,,,,,,
2078,FF,2016-04-14,95.9,-1.48,6.14,"Wood, Blake",608365,502028,,called_strike,,,,,6,Called Strike,R,R,R,CHC,CIN,S,,,0,0,2016,-0.91,1.39,0.68,2.89,,,471083,2,6,Bot,,,,,,160414_211100,8.112769996606218,-140.36742263075146,-5.598986967346932,-13.419,31.807,-13.209,3.74,1.65,,,,95.9,2240,6.4,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,,,,,,,,51,1,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,213,0.007,-0.048,,,,0.048,,3,3,0.90182867388224,0.90182867388224,30,22,31,22,1,2,1,1,2,1,1.13,0.91,0.91,,,,,,
600,CH,2016-04-14,87.9,-3.13,4.33,"Iglesias, Raisel",608365,628452,single,hit_into_play,,,,,13,Addison Russell singles on a ground ball to center fielder Billy Hamilton.,R,R,R,CHC,CIN,X,8,ground_ball,2,1,2016,-1.52,0.31,-0.09,1.3,,,,0,5,Bot,124.88,101.73,,,,160414_203727,11.05894892415201,-128.5945000729036,-0.8001781065360956,-18.59,27.09,-28.722,3.63,1.65,148,93.6,6,87.7,2311,6.3,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,0.64,0.608,0.9,1,1,0,4,38,4,Changeup,1,0,1,0,0,1,1,0,Standard,Standard,217,0.038,0.384,,,0.726,-0.384,93.6,1,1,0.7080444967963773,0.7080444967963773,26,22,26,22,2,1,5,1,6,1,2.7,1.52,1.52,,,,,,
614,SI,2016-04-14,90.0,-3.24,4.37,"Iglesias, Raisel",608365,628452,,ball,,,,,14,Ball,R,R,R,CHC,CIN,B,,,1,1,2016,-1.01,0.95,1.74,1.85,,,,0,5,Bot,,,,,,160414_203710,14.828124043008485,-131.2098948250474,-1.439599109136945,-14.442,27.886,-21.248,3.71,1.65,,,,89.3,2296,6.2,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,,,,,,,,38,3,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,206,0.005,0.05,,,,-0.05,,1,1,0.7080444967963773,0.7080444967963773,26,22,26,22,2,1,5,1,6,1,1.93,1.01,1.01,,,,,,
646,SI,2016-04-14,88.1,-2.85,4.6,"Iglesias, Raisel",608365,628452,,swinging_strike,,,,,13,Swinging Strike,R,R,R,CHC,CIN,S,,,1,0,2016,-1.66,0.45,-0.02,0.58,,,,0,5,Bot,,,,,,160414_203646,10.89496479817072,-128.93000572403616,-3.5147951423652604,-20.144,30.075,-26.571,3.68,1.65,,,,87.3,2336,6.3,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,,,,,,,,38,2,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,269,0.005,-0.052,,,,0.052,,1,1,0.7080444967963773,0.7080444967963773,26,22,26,22,2,1,5,1,6,1,2.58,1.66,1.66,,,,,,
